time,spatialGroup,siteType,chargerType,chargingLoad,numPlugged
55.0,Alameda,Non-Residential,j-1772-2,6.7,2
55.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,7
55.0,Marin,Non-Residential,j-1772-2,0.0,4
55.0,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,76
55.0,San Mateo,Non-Residential,j-1772-2,13.400000000000002,7
55.0,Contra Costa,Residential,j-1772-2,0.0,2
55.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
55.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,8
55.25,Santa Clara,Non-Residential,j-1772-2,20.1,17
55.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
55.25,San Francisco,Non-Residential,chademo,0.0,0
55.25,San Francisco,Non-Residential,j-1772-2,0.0,0
55.25,Alameda,Residential,j-1772-2,0.0,5
55.25,Alameda,Non-Residential,j-1772-2,6.7,2
55.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,5
55.25,Marin,Non-Residential,j-1772-2,0.0,4
55.25,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,71
55.25,San Mateo,Non-Residential,j-1772-2,13.400000000000002,7
55.25,Contra Costa,Residential,j-1772-2,0.0,1
55.25,Contra Costa,Non-Residential,j-1772-2,6.7,2
55.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,8
55.5,Santa Clara,Non-Residential,j-1772-2,20.1,18
55.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
55.5,San Francisco,Non-Residential,chademo,0.0,0
55.5,San Francisco,Non-Residential,j-1772-2,0.0,0
55.5,Alameda,Residential,j-1772-2,0.0,5
55.5,Alameda,Non-Residential,j-1772-2,6.7,2
55.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,5
55.5,Marin,Non-Residential,j-1772-2,0.0,4
55.5,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,68
55.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,7
55.5,Contra Costa,Residential,j-1772-2,0.0,1
55.5,Contra Costa,Non-Residential,j-1772-2,6.7,2
55.75,Santa Clara,Residential,j-1772-2,6.700000000000002,8
55.75,Santa Clara,Non-Residential,j-1772-2,20.1,18
55.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
55.75,San Francisco,Non-Residential,chademo,0.0,0
55.75,San Francisco,Non-Residential,j-1772-2,0.0,0
55.75,Alameda,Residential,j-1772-2,0.0,4
55.75,Alameda,Non-Residential,j-1772-2,6.7,2
55.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,5
55.75,Marin,Non-Residential,j-1772-2,0.0,4
55.75,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,59
55.75,San Mateo,Non-Residential,j-1772-2,6.700000000000002,7
55.75,Contra Costa,Residential,j-1772-2,0.0,1
55.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
56.0,Santa Clara,Residential,j-1772-2,13.400000000000002,9
56.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,18
56.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
56.0,San Francisco,Non-Residential,chademo,0.0,0
56.0,San Francisco,Non-Residential,j-1772-2,0.0,0
56.0,Alameda,Residential,j-1772-2,0.0,4
56.0,Alameda,Non-Residential,j-1772-2,6.7,2
56.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,5
56.0,Marin,Non-Residential,j-1772-2,0.0,4
56.0,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,59
56.0,San Mateo,Non-Residential,j-1772-2,13.400000000000002,8
56.0,Contra Costa,Residential,j-1772-2,0.0,1
56.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
56.25,Santa Clara,Residential,j-1772-2,20.1,10
56.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,17
56.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
56.25,San Francisco,Non-Residential,chademo,0.0,0
56.25,San Francisco,Non-Residential,j-1772-2,0.0,0
56.25,Alameda,Residential,j-1772-2,0.0,4
56.25,Alameda,Non-Residential,j-1772-2,6.7,2
56.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,4
56.25,Marin,Non-Residential,j-1772-2,0.0,4
56.25,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,57
56.25,San Mateo,Non-Residential,j-1772-2,6.700000000000002,8
56.25,Contra Costa,Residential,j-1772-2,0.0,1
56.25,Contra Costa,Non-Residential,j-1772-2,6.7,2
56.5,Santa Clara,Residential,j-1772-2,26.8,10
56.5,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,17
56.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
56.5,San Francisco,Non-Residential,chademo,0.0,0
56.5,San Francisco,Non-Residential,j-1772-2,0.0,0
56.5,Alameda,Residential,j-1772-2,0.0,4
56.5,Alameda,Non-Residential,j-1772-2,6.7,2
56.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
56.5,Marin,Non-Residential,j-1772-2,0.0,4
56.5,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,53
56.5,San Mateo,Non-Residential,j-1772-2,13.400000000000002,9
56.5,Contra Costa,Residential,j-1772-2,0.0,1
56.5,Contra Costa,Non-Residential,j-1772-2,6.7,2
56.75,Santa Clara,Residential,j-1772-2,20.1,9
56.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,17
56.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
56.75,San Francisco,Non-Residential,chademo,0.0,0
56.75,San Francisco,Non-Residential,j-1772-2,0.0,0
56.75,Alameda,Residential,j-1772-2,0.0,3
56.75,Alameda,Non-Residential,j-1772-2,6.7,2
56.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
56.75,Marin,Non-Residential,j-1772-2,0.0,4
56.75,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,51
56.75,San Mateo,Non-Residential,j-1772-2,13.400000000000002,9
56.75,Contra Costa,Residential,j-1772-2,0.0,1
56.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
57.0,Santa Clara,Residential,j-1772-2,20.1,8
57.0,Santa Clara,Non-Residential,j-1772-2,26.8,19
57.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
57.0,San Francisco,Non-Residential,chademo,0.0,0
57.0,San Francisco,Non-Residential,j-1772-2,0.0,0
57.0,Alameda,Residential,j-1772-2,0.0,3
57.0,Alameda,Non-Residential,j-1772-2,6.7,2
57.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
57.0,Marin,Non-Residential,j-1772-2,0.0,4
57.0,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,48
57.0,San Mateo,Non-Residential,j-1772-2,13.400000000000002,9
57.0,Contra Costa,Residential,j-1772-2,0.0,1
57.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
57.25,Santa Clara,Residential,j-1772-2,20.1,8
57.25,Santa Clara,Non-Residential,j-1772-2,26.8,18
57.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
57.25,San Francisco,Non-Residential,chademo,0.0,0
57.25,San Francisco,Non-Residential,j-1772-2,0.0,0
57.25,Alameda,Residential,j-1772-2,0.0,2
57.25,Alameda,Non-Residential,j-1772-2,6.7,2
57.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
57.25,Marin,Non-Residential,j-1772-2,0.0,3
57.25,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,46
57.25,San Mateo,Non-Residential,j-1772-2,13.4,10
57.25,Contra Costa,Residential,j-1772-2,0.0,1
57.25,Contra Costa,Non-Residential,j-1772-2,6.7,2
57.5,Santa Clara,Residential,j-1772-2,20.1,8
57.5,Santa Clara,Non-Residential,j-1772-2,26.8,18
57.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
57.5,San Francisco,Non-Residential,chademo,0.0,0
57.5,San Francisco,Non-Residential,j-1772-2,0.0,0
57.5,Alameda,Residential,j-1772-2,0.0,1
57.5,Alameda,Non-Residential,j-1772-2,6.7,2
57.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
57.5,Marin,Non-Residential,j-1772-2,0.0,3
57.5,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,42
57.5,San Mateo,Non-Residential,j-1772-2,20.1,11
57.5,Contra Costa,Residential,j-1772-2,0.0,1
57.5,Contra Costa,Non-Residential,j-1772-2,6.7,2
57.75,Santa Clara,Residential,j-1772-2,13.400000000000002,5
57.75,Santa Clara,Non-Residential,j-1772-2,20.1,18
57.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
57.75,San Francisco,Non-Residential,chademo,0.0,0
57.75,San Francisco,Non-Residential,j-1772-2,0.0,0
57.75,Alameda,Residential,j-1772-2,0.0,1
57.75,Alameda,Non-Residential,j-1772-2,6.7,2
57.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
57.75,Marin,Non-Residential,j-1772-2,0.0,3
57.75,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,41
57.75,San Mateo,Non-Residential,j-1772-2,26.8,12
57.75,Contra Costa,Residential,j-1772-2,0.0,1
57.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
58.0,Santa Clara,Residential,j-1772-2,13.400000000000002,5
58.0,Santa Clara,Non-Residential,j-1772-2,20.1,18
58.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
58.0,San Francisco,Non-Residential,chademo,0.0,0
58.0,San Francisco,Non-Residential,j-1772-2,0.0,0
58.0,Alameda,Residential,j-1772-2,0.0,1
58.0,Alameda,Non-Residential,j-1772-2,6.7,2
58.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
58.0,Marin,Non-Residential,j-1772-2,0.0,3
58.0,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,40
58.0,San Mateo,Non-Residential,j-1772-2,26.8,12
58.0,Contra Costa,Residential,j-1772-2,0.0,1
58.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
58.25,Santa Clara,Residential,j-1772-2,13.400000000000002,5
58.25,Santa Clara,Non-Residential,j-1772-2,20.1,18
58.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
58.25,San Francisco,Non-Residential,chademo,0.0,0
58.25,San Francisco,Non-Residential,j-1772-2,0.0,0
58.25,Alameda,Residential,j-1772-2,0.0,1
58.25,Alameda,Non-Residential,j-1772-2,6.7,2
58.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
58.25,Marin,Non-Residential,j-1772-2,0.0,3
58.25,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,40
58.25,San Mateo,Non-Residential,j-1772-2,26.8,13
58.25,Contra Costa,Residential,j-1772-2,0.0,1
58.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
58.5,Santa Clara,Residential,j-1772-2,13.400000000000002,5
58.5,Santa Clara,Non-Residential,j-1772-2,20.1,18
58.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
58.5,San Francisco,Non-Residential,chademo,0.0,0
58.5,San Francisco,Non-Residential,j-1772-2,0.0,0
58.5,Alameda,Residential,j-1772-2,0.0,1
58.5,Alameda,Non-Residential,j-1772-2,6.7,2
58.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
58.5,Marin,Non-Residential,j-1772-2,0.0,3
58.5,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,40
58.5,San Mateo,Non-Residential,j-1772-2,13.400000000000002,13
58.5,Contra Costa,Residential,j-1772-2,0.0,0
58.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
58.75,Santa Clara,Residential,j-1772-2,13.400000000000002,5
58.75,Santa Clara,Non-Residential,j-1772-2,26.8,19
58.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
58.75,San Francisco,Non-Residential,chademo,0.0,0
58.75,San Francisco,Non-Residential,j-1772-2,0.0,0
58.75,Alameda,Residential,j-1772-2,0.0,1
58.75,Alameda,Non-Residential,j-1772-2,6.7,2
58.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
58.75,Marin,Non-Residential,j-1772-2,0.0,3
58.75,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,39
58.75,San Mateo,Non-Residential,j-1772-2,13.400000000000002,13
58.75,Contra Costa,Residential,j-1772-2,0.0,0
58.75,Contra Costa,Non-Residential,j-1772-2,0.0,2
59.0,Santa Clara,Residential,j-1772-2,13.400000000000002,5
59.0,Santa Clara,Non-Residential,j-1772-2,20.1,19
59.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
59.0,San Francisco,Non-Residential,chademo,0.0,0
59.0,San Francisco,Non-Residential,j-1772-2,0.0,0
59.0,Alameda,Residential,j-1772-2,0.0,1
59.0,Alameda,Non-Residential,j-1772-2,6.7,2
59.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
59.0,Marin,Non-Residential,j-1772-2,0.0,3
59.0,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,38
59.0,San Mateo,Non-Residential,j-1772-2,13.400000000000002,13
59.0,Contra Costa,Residential,j-1772-2,0.0,0
59.0,Contra Costa,Non-Residential,j-1772-2,0.0,2
59.25,Santa Clara,Residential,j-1772-2,13.400000000000002,5
59.25,Santa Clara,Non-Residential,j-1772-2,26.8,20
59.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
59.25,San Francisco,Non-Residential,chademo,0.0,0
59.25,San Francisco,Non-Residential,j-1772-2,0.0,0
59.25,Alameda,Residential,j-1772-2,0.0,1
59.25,Alameda,Non-Residential,j-1772-2,6.7,2
59.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
59.25,Marin,Non-Residential,j-1772-2,0.0,3
59.25,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,35
59.25,San Mateo,Non-Residential,j-1772-2,6.700000000000002,12
59.25,Contra Costa,Residential,j-1772-2,0.0,0
59.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
59.5,Santa Clara,Residential,j-1772-2,13.400000000000002,5
59.5,Santa Clara,Non-Residential,j-1772-2,26.8,19
59.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
59.5,San Francisco,Non-Residential,chademo,0.0,0
59.5,San Francisco,Non-Residential,j-1772-2,0.0,0
59.5,Alameda,Residential,j-1772-2,0.0,1
59.5,Alameda,Non-Residential,j-1772-2,0.0,1
59.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,1
59.5,Marin,Non-Residential,j-1772-2,0.0,3
59.5,San Mateo,Residential,j-1772-2,6.699999999999945,35
59.5,San Mateo,Non-Residential,j-1772-2,13.400000000000002,13
59.5,Contra Costa,Residential,j-1772-2,0.0,0
59.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
59.75,Santa Clara,Residential,j-1772-2,20.1,6
59.75,Santa Clara,Non-Residential,j-1772-2,33.5,20
59.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
59.75,San Francisco,Non-Residential,chademo,0.0,0
59.75,San Francisco,Non-Residential,j-1772-2,0.0,0
59.75,Alameda,Residential,j-1772-2,0.0,1
59.75,Alameda,Non-Residential,j-1772-2,0.0,1
59.75,Marin,Residential,j-1772-2,6.700000000000002,2
59.75,Marin,Non-Residential,j-1772-2,0.0,3
59.75,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,34
59.75,San Mateo,Non-Residential,j-1772-2,20.1,14
59.75,Contra Costa,Residential,j-1772-2,0.0,0
59.75,Contra Costa,Non-Residential,j-1772-2,0.0,2
60.0,Santa Clara,Residential,j-1772-2,20.1,6
60.0,Santa Clara,Non-Residential,j-1772-2,26.8,21
60.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
60.0,San Francisco,Non-Residential,chademo,0.0,0
60.0,San Francisco,Non-Residential,j-1772-2,0.0,0
60.0,Alameda,Residential,j-1772-2,0.0,1
60.0,Alameda,Non-Residential,j-1772-2,0.0,1
60.0,Marin,Residential,j-1772-2,6.700000000000002,2
60.0,Marin,Non-Residential,j-1772-2,0.0,3
60.0,San Mateo,Residential,j-1772-2,6.699999999999945,35
60.0,San Mateo,Non-Residential,j-1772-2,20.1,13
60.0,Contra Costa,Residential,j-1772-2,0.0,0
60.0,Contra Costa,Non-Residential,j-1772-2,0.0,2
60.25,Santa Clara,Residential,j-1772-2,20.1,6
60.25,Santa Clara,Non-Residential,j-1772-2,26.8,21
60.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
60.25,San Francisco,Non-Residential,chademo,0.0,0
60.25,San Francisco,Non-Residential,j-1772-2,6.7,1
60.25,Alameda,Residential,j-1772-2,0.0,1
60.25,Alameda,Non-Residential,j-1772-2,0.0,1
60.25,Marin,Residential,j-1772-2,6.700000000000002,2
60.25,Marin,Non-Residential,j-1772-2,0.0,3
60.25,San Mateo,Residential,j-1772-2,6.699999999999945,34
60.25,San Mateo,Non-Residential,j-1772-2,13.400000000000002,13
60.25,Contra Costa,Residential,j-1772-2,0.0,0
60.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
60.5,Santa Clara,Residential,j-1772-2,20.1,6
60.5,Santa Clara,Non-Residential,j-1772-2,20.1,21
60.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
60.5,San Francisco,Non-Residential,chademo,0.0,0
60.5,San Francisco,Non-Residential,j-1772-2,6.7,1
60.5,Alameda,Residential,j-1772-2,0.0,1
60.5,Alameda,Non-Residential,j-1772-2,0.0,1
60.5,Marin,Residential,j-1772-2,6.700000000000002,2
60.5,Marin,Non-Residential,j-1772-2,0.0,3
60.5,San Mateo,Residential,j-1772-2,6.699999999999945,31
60.5,San Mateo,Non-Residential,j-1772-2,20.1,14
60.5,Contra Costa,Residential,j-1772-2,0.0,0
60.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
60.75,Santa Clara,Residential,j-1772-2,20.1,6
60.75,Santa Clara,Non-Residential,j-1772-2,20.1,21
60.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
60.75,San Francisco,Non-Residential,chademo,0.0,0
60.75,San Francisco,Non-Residential,j-1772-2,6.7,1
60.75,Alameda,Residential,j-1772-2,0.0,1
60.75,Alameda,Non-Residential,j-1772-2,0.0,1
60.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
60.75,Marin,Non-Residential,j-1772-2,0.0,3
60.75,San Mateo,Residential,j-1772-2,6.699999999999945,31
60.75,San Mateo,Non-Residential,j-1772-2,20.1,14
60.75,Contra Costa,Residential,j-1772-2,0.0,0
60.75,Contra Costa,Non-Residential,j-1772-2,0.0,2
61.0,Santa Clara,Residential,j-1772-2,26.8,7
61.0,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,21
61.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
61.0,San Francisco,Non-Residential,chademo,0.0,0
61.0,San Francisco,Non-Residential,j-1772-2,6.7,1
61.0,Alameda,Residential,j-1772-2,0.0,1
61.0,Alameda,Non-Residential,j-1772-2,0.0,1
61.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
61.0,Marin,Non-Residential,j-1772-2,0.0,3
61.0,San Mateo,Residential,j-1772-2,13.399999999999945,32
61.0,San Mateo,Non-Residential,j-1772-2,13.400000000000002,14
61.0,Contra Costa,Residential,j-1772-2,0.0,0
61.0,Contra Costa,Non-Residential,j-1772-2,0.0,2
61.25,Santa Clara,Residential,j-1772-2,26.8,7
61.25,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,21
61.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
61.25,San Francisco,Non-Residential,chademo,0.0,0
61.25,San Francisco,Non-Residential,j-1772-2,0.0,1
61.25,Alameda,Residential,j-1772-2,0.0,1
61.25,Alameda,Non-Residential,j-1772-2,0.0,1
61.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
61.25,Marin,Non-Residential,j-1772-2,0.0,3
61.25,San Mateo,Residential,j-1772-2,6.699999999999945,31
61.25,San Mateo,Non-Residential,j-1772-2,20.1,15
61.25,Contra Costa,Residential,j-1772-2,0.0,0
61.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
61.5,Santa Clara,Residential,j-1772-2,20.1,5
61.5,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,21
61.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
61.5,San Francisco,Non-Residential,chademo,0.0,0
61.5,San Francisco,Non-Residential,j-1772-2,0.0,1
61.5,Alameda,Residential,j-1772-2,0.0,1
61.5,Alameda,Non-Residential,j-1772-2,0.0,1
61.5,Marin,Residential,j-1772-2,6.700000000000002,3
61.5,Marin,Non-Residential,j-1772-2,0.0,3
61.5,San Mateo,Residential,j-1772-2,6.699999999999945,31
61.5,San Mateo,Non-Residential,j-1772-2,26.8,16
61.5,Contra Costa,Residential,j-1772-2,0.0,0
61.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
61.75,Santa Clara,Residential,j-1772-2,13.400000000000002,5
61.75,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,21
61.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
61.75,San Francisco,Non-Residential,chademo,0.0,0
61.75,San Francisco,Non-Residential,j-1772-2,0.0,1
61.75,Alameda,Residential,j-1772-2,0.0,1
61.75,Alameda,Non-Residential,j-1772-2,0.0,1
61.75,Marin,Residential,j-1772-2,6.700000000000002,3
61.75,Marin,Non-Residential,j-1772-2,0.0,3
61.75,San Mateo,Residential,j-1772-2,6.699999999999945,29
61.75,San Mateo,Non-Residential,j-1772-2,26.8,17
61.75,Contra Costa,Residential,j-1772-2,0.0,0
61.75,Contra Costa,Non-Residential,j-1772-2,0.0,2
62.0,Santa Clara,Residential,j-1772-2,13.400000000000002,5
62.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,21
62.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
62.0,San Francisco,Non-Residential,chademo,0.0,0
62.0,San Francisco,Non-Residential,j-1772-2,0.0,1
62.0,Alameda,Residential,j-1772-2,0.0,1
62.0,Alameda,Non-Residential,j-1772-2,0.0,1
62.0,Marin,Residential,j-1772-2,6.700000000000002,3
62.0,Marin,Non-Residential,j-1772-2,0.0,3
62.0,San Mateo,Residential,j-1772-2,6.699999999999945,28
62.0,San Mateo,Non-Residential,j-1772-2,26.8,17
62.0,Contra Costa,Residential,j-1772-2,0.0,0
62.0,Contra Costa,Non-Residential,j-1772-2,0.0,2
62.25,Santa Clara,Residential,j-1772-2,13.400000000000002,5
62.25,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,22
62.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
62.25,San Francisco,Non-Residential,chademo,0.0,0
62.25,San Francisco,Non-Residential,j-1772-2,0.0,1
62.25,Alameda,Residential,j-1772-2,0.0,1
62.25,Alameda,Non-Residential,j-1772-2,0.0,1
62.25,Marin,Residential,j-1772-2,6.700000000000002,3
62.25,Marin,Non-Residential,j-1772-2,0.0,3
62.25,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,28
62.25,San Mateo,Non-Residential,j-1772-2,20.1,17
62.25,Contra Costa,Residential,j-1772-2,0.0,0
62.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
62.5,Santa Clara,Residential,j-1772-2,20.1,6
62.5,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,22
62.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
62.5,San Francisco,Non-Residential,chademo,0.0,0
62.5,San Francisco,Non-Residential,j-1772-2,0.0,1
62.5,Alameda,Residential,j-1772-2,0.0,1
62.5,Alameda,Non-Residential,j-1772-2,0.0,1
62.5,Marin,Residential,j-1772-2,6.700000000000002,3
62.5,Marin,Non-Residential,j-1772-2,0.0,3
62.5,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,28
62.5,San Mateo,Non-Residential,j-1772-2,20.1,17
62.5,Contra Costa,Residential,j-1772-2,0.0,0
62.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
62.75,Santa Clara,Residential,j-1772-2,6.700000000000002,4
62.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,21
62.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
62.75,San Francisco,Non-Residential,chademo,0.0,0
62.75,San Francisco,Non-Residential,j-1772-2,0.0,1
62.75,Alameda,Residential,j-1772-2,0.0,0
62.75,Alameda,Non-Residential,j-1772-2,0.0,1
62.75,Marin,Residential,j-1772-2,6.700000000000002,3
62.75,Marin,Non-Residential,j-1772-2,0.0,3
62.75,San Mateo,Residential,j-1772-2,6.699999999999945,29
62.75,San Mateo,Non-Residential,j-1772-2,6.700000000000002,17
62.75,Contra Costa,Residential,j-1772-2,0.0,0
62.75,Contra Costa,Non-Residential,j-1772-2,0.0,2
63.0,Santa Clara,Residential,j-1772-2,6.700000000000002,4
63.0,Santa Clara,Non-Residential,j-1772-2,20.1,22
63.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
63.0,San Francisco,Non-Residential,chademo,0.0,0
63.0,San Francisco,Non-Residential,j-1772-2,0.0,1
63.0,Alameda,Residential,j-1772-2,0.0,0
63.0,Alameda,Non-Residential,j-1772-2,0.0,1
63.0,Marin,Residential,j-1772-2,6.700000000000002,3
63.0,Marin,Non-Residential,j-1772-2,0.0,3
63.0,San Mateo,Residential,j-1772-2,6.699999999999945,28
63.0,San Mateo,Non-Residential,j-1772-2,13.400000000000002,18
63.0,Contra Costa,Residential,j-1772-2,0.0,0
63.0,Contra Costa,Non-Residential,j-1772-2,0.0,2
63.25,Santa Clara,Residential,j-1772-2,13.400000000000002,5
63.25,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,21
63.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
63.25,San Francisco,Non-Residential,chademo,0.0,0
63.25,San Francisco,Non-Residential,j-1772-2,0.0,1
63.25,Alameda,Residential,j-1772-2,0.0,0
63.25,Alameda,Non-Residential,j-1772-2,0.0,1
63.25,Marin,Residential,j-1772-2,6.700000000000002,3
63.25,Marin,Non-Residential,j-1772-2,0.0,3
63.25,San Mateo,Residential,j-1772-2,6.699999999999945,28
63.25,San Mateo,Non-Residential,j-1772-2,6.700000000000002,16
63.25,Contra Costa,Residential,j-1772-2,0.0,0
63.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
63.5,Santa Clara,Residential,j-1772-2,6.700000000000002,4
63.5,Santa Clara,Non-Residential,j-1772-2,20.1,21
63.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
63.5,San Francisco,Non-Residential,chademo,0.0,0
63.5,San Francisco,Non-Residential,j-1772-2,0.0,1
63.5,Alameda,Residential,j-1772-2,0.0,0
63.5,Alameda,Non-Residential,j-1772-2,6.7,2
63.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
63.5,Marin,Non-Residential,j-1772-2,0.0,3
63.5,San Mateo,Residential,j-1772-2,26.799999999999944,31
63.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,16
63.5,Contra Costa,Residential,j-1772-2,0.0,0
63.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
63.75,Santa Clara,Residential,j-1772-2,6.700000000000002,4
63.75,Santa Clara,Non-Residential,j-1772-2,20.1,21
63.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
63.75,San Francisco,Non-Residential,chademo,0.0,0
63.75,San Francisco,Non-Residential,j-1772-2,0.0,1
63.75,Alameda,Residential,j-1772-2,0.0,0
63.75,Alameda,Non-Residential,j-1772-2,13.4,3
63.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
63.75,Marin,Non-Residential,j-1772-2,0.0,3
63.75,San Mateo,Residential,j-1772-2,20.099999999999945,31
