time,spatialGroup,siteType,chargerType,chargingLoad,numPlugged
28.75,San Mateo,Residential,j-1772-2,53.49999999999997,99
28.75,San Mateo,Non-Residential,j-1772-2,0.0,5
28.75,Contra Costa,Residential,j-1772-2,0.0,1
28.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
29.0,Santa Clara,Residential,j-1772-2,13.400000000000002,8
29.0,Santa Clara,Non-Residential,j-1772-2,20.1,15
29.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,11
29.0,San Francisco,Non-Residential,chademo,0.0,0
29.0,San Francisco,Non-Residential,j-1772-2,0.0,0
29.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
29.0,Alameda,Non-Residential,j-1772-2,0.0,1
29.0,Marin,Residential,j-1772-2,6.700000000000002,9
29.0,Marin,Non-Residential,j-1772-2,0.0,4
29.0,San Mateo,Residential,j-1772-2,39.999999999999964,98
29.0,San Mateo,Non-Residential,j-1772-2,13.4,7
29.0,Contra Costa,Residential,j-1772-2,0.0,1
29.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
29.25,Santa Clara,Residential,j-1772-2,13.400000000000002,8
29.25,Santa Clara,Non-Residential,j-1772-2,20.1,15
29.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,10
29.25,San Francisco,Non-Residential,chademo,0.0,0
29.25,San Francisco,Non-Residential,j-1772-2,0.0,0
29.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
29.25,Alameda,Non-Residential,j-1772-2,0.0,1
29.25,Marin,Residential,j-1772-2,6.700000000000002,9
29.25,Marin,Non-Residential,j-1772-2,0.0,4
29.25,San Mateo,Residential,j-1772-2,39.999999999999964,97
29.25,San Mateo,Non-Residential,j-1772-2,13.4,7
29.25,Contra Costa,Residential,j-1772-2,0.0,1
29.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
29.5,Santa Clara,Residential,j-1772-2,13.400000000000002,8
29.5,Santa Clara,Non-Residential,j-1772-2,20.1,15
29.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,10
29.5,San Francisco,Non-Residential,chademo,0.0,0
29.5,San Francisco,Non-Residential,j-1772-2,6.7,1
29.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
29.5,Alameda,Non-Residential,j-1772-2,0.0,1
29.5,Marin,Residential,j-1772-2,6.700000000000002,9
29.5,Marin,Non-Residential,j-1772-2,0.0,4
29.5,San Mateo,Residential,j-1772-2,26.69999999999996,95
29.5,San Mateo,Non-Residential,j-1772-2,6.7,7
29.5,Contra Costa,Residential,j-1772-2,0.0,1
29.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
29.75,Santa Clara,Residential,j-1772-2,20.1,10
29.75,Santa Clara,Non-Residential,j-1772-2,20.1,16
29.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,10
29.75,San Francisco,Non-Residential,chademo,0.0,0
29.75,San Francisco,Non-Residential,j-1772-2,6.7,1
29.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
29.75,Alameda,Non-Residential,j-1772-2,0.0,1
29.75,Marin,Residential,j-1772-2,6.700000000000002,9
29.75,Marin,Non-Residential,j-1772-2,0.0,4
29.75,San Mateo,Residential,j-1772-2,13.299999999999963,90
29.75,San Mateo,Non-Residential,j-1772-2,6.7,6
29.75,Contra Costa,Residential,j-1772-2,0.0,1
29.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
30.0,Santa Clara,Residential,j-1772-2,20.1,10
30.0,Santa Clara,Non-Residential,j-1772-2,40.2,19
30.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,10
30.0,San Francisco,Non-Residential,chademo,0.0,0
30.0,San Francisco,Non-Residential,j-1772-2,6.7,1
30.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
30.0,Alameda,Non-Residential,j-1772-2,0.0,1
30.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,9
30.0,Marin,Non-Residential,j-1772-2,0.0,4
30.0,San Mateo,Residential,j-1772-2,13.299999999999963,89
30.0,San Mateo,Non-Residential,j-1772-2,6.7,6
30.0,Contra Costa,Residential,j-1772-2,0.0,1
30.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
30.25,Santa Clara,Residential,j-1772-2,13.400000000000002,8
30.25,Santa Clara,Non-Residential,j-1772-2,46.900000000000006,20
30.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,10
30.25,San Francisco,Non-Residential,chademo,0.0,0
30.25,San Francisco,Non-Residential,j-1772-2,6.7,1
30.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
30.25,Alameda,Non-Residential,j-1772-2,0.0,1
30.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,8
30.25,Marin,Non-Residential,j-1772-2,0.0,4
30.25,San Mateo,Residential,j-1772-2,13.299999999999963,83
30.25,San Mateo,Non-Residential,j-1772-2,6.7,6
30.25,Contra Costa,Residential,j-1772-2,0.0,1
30.25,Contra Costa,Non-Residential,j-1772-2,6.7,2
30.5,Santa Clara,Residential,j-1772-2,20.1,9
30.5,Santa Clara,Non-Residential,j-1772-2,40.2,20
30.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,10
30.5,San Francisco,Non-Residential,chademo,0.0,0
30.5,San Francisco,Non-Residential,j-1772-2,6.7,1
30.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
30.5,Alameda,Non-Residential,j-1772-2,0.0,1
30.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,8
30.5,Marin,Non-Residential,j-1772-2,0.0,4
30.5,San Mateo,Residential,j-1772-2,13.299999999999963,79
30.5,San Mateo,Non-Residential,j-1772-2,6.7,6
30.5,Contra Costa,Residential,j-1772-2,0.0,1
30.5,Contra Costa,Non-Residential,j-1772-2,6.7,2
30.75,Santa Clara,Residential,j-1772-2,26.8,10
30.75,Santa Clara,Non-Residential,j-1772-2,40.2,20
30.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,10
30.75,San Francisco,Non-Residential,chademo,0.0,0
30.75,San Francisco,Non-Residential,j-1772-2,6.7,1
30.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
30.75,Alameda,Non-Residential,j-1772-2,0.0,1
30.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,7
30.75,Marin,Non-Residential,j-1772-2,0.0,4
30.75,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,78
30.75,San Mateo,Non-Residential,j-1772-2,6.7,6
30.75,Contra Costa,Residential,j-1772-2,0.0,1
30.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
31.0,Santa Clara,Residential,j-1772-2,20.1,9
31.0,Santa Clara,Non-Residential,j-1772-2,40.2,18
31.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,10
31.0,San Francisco,Non-Residential,chademo,0.0,0
31.0,San Francisco,Non-Residential,j-1772-2,6.7,1
31.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
31.0,Alameda,Non-Residential,j-1772-2,0.0,1
31.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,7
31.0,Marin,Non-Residential,j-1772-2,0.0,4
31.0,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,73
31.0,San Mateo,Non-Residential,j-1772-2,6.7,6
31.0,Contra Costa,Residential,j-1772-2,0.0,1
31.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
31.25,Santa Clara,Residential,j-1772-2,20.1,9
31.25,Santa Clara,Non-Residential,j-1772-2,33.5,18
31.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,9
31.25,San Francisco,Non-Residential,chademo,0.0,0
31.25,San Francisco,Non-Residential,j-1772-2,6.7,1
31.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
31.25,Alameda,Non-Residential,j-1772-2,0.0,1
31.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,5
31.25,Marin,Non-Residential,j-1772-2,0.0,4
31.25,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,68
31.25,San Mateo,Non-Residential,j-1772-2,6.7,6
31.25,Contra Costa,Residential,j-1772-2,0.0,1
31.25,Contra Costa,Non-Residential,j-1772-2,6.7,2
31.5,Santa Clara,Residential,j-1772-2,13.400000000000002,9
31.5,Santa Clara,Non-Residential,j-1772-2,26.8,19
31.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,9
31.5,San Francisco,Non-Residential,chademo,0.0,0
31.5,San Francisco,Non-Residential,j-1772-2,6.7,1
31.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
31.5,Alameda,Non-Residential,j-1772-2,0.0,1
31.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,5
31.5,Marin,Non-Residential,j-1772-2,0.0,4
31.5,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,64
31.5,San Mateo,Non-Residential,j-1772-2,6.7,6
31.5,Contra Costa,Residential,j-1772-2,0.0,1
31.5,Contra Costa,Non-Residential,j-1772-2,6.7,2
31.75,Santa Clara,Residential,j-1772-2,13.400000000000002,8
31.75,Santa Clara,Non-Residential,j-1772-2,26.8,19
31.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,9
31.75,San Francisco,Non-Residential,chademo,0.0,0
31.75,San Francisco,Non-Residential,j-1772-2,6.7,1
31.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
31.75,Alameda,Non-Residential,j-1772-2,0.0,1
31.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,5
31.75,Marin,Non-Residential,j-1772-2,0.0,4
31.75,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,55
31.75,San Mateo,Non-Residential,j-1772-2,6.7,6
31.75,Contra Costa,Residential,j-1772-2,0.0,1
31.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
32.0,Santa Clara,Residential,j-1772-2,6.700000000000002,7
32.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,18
32.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,9
32.0,San Francisco,Non-Residential,chademo,0.0,0
32.0,San Francisco,Non-Residential,j-1772-2,6.7,1
32.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
32.0,Alameda,Non-Residential,j-1772-2,0.0,1
32.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,5
32.0,Marin,Non-Residential,j-1772-2,0.0,4
32.0,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,55
32.0,San Mateo,Non-Residential,j-1772-2,13.4,7
32.0,Contra Costa,Residential,j-1772-2,0.0,1
32.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
32.25,Santa Clara,Residential,j-1772-2,13.400000000000002,8
32.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,18
32.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
32.25,San Francisco,Non-Residential,chademo,0.0,0
32.25,San Francisco,Non-Residential,j-1772-2,6.7,1
32.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
32.25,Alameda,Non-Residential,j-1772-2,0.0,1
32.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,4
32.25,Marin,Non-Residential,j-1772-2,0.0,4
32.25,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,53
32.25,San Mateo,Non-Residential,j-1772-2,6.7,7
32.25,Contra Costa,Residential,j-1772-2,0.0,1
32.25,Contra Costa,Non-Residential,j-1772-2,6.7,2
32.5,Santa Clara,Residential,j-1772-2,13.400000000000002,7
32.5,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,19
32.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
32.5,San Francisco,Non-Residential,chademo,0.0,0
32.5,San Francisco,Non-Residential,j-1772-2,6.7,1
32.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
32.5,Alameda,Non-Residential,j-1772-2,0.0,1
32.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,4
32.5,Marin,Non-Residential,j-1772-2,0.0,4
32.5,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,49
32.5,San Mateo,Non-Residential,j-1772-2,6.7,7
32.5,Contra Costa,Residential,j-1772-2,0.0,1
32.5,Contra Costa,Non-Residential,j-1772-2,6.7,2
32.75,Santa Clara,Residential,j-1772-2,13.400000000000002,7
32.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,20
32.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
32.75,San Francisco,Non-Residential,chademo,0.0,0
32.75,San Francisco,Non-Residential,j-1772-2,6.7,1
32.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
32.75,Alameda,Non-Residential,j-1772-2,0.0,1
32.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
32.75,Marin,Non-Residential,j-1772-2,0.0,4
32.75,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,48
32.75,San Mateo,Non-Residential,j-1772-2,6.7,7
32.75,Contra Costa,Residential,j-1772-2,0.0,1
32.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
33.0,Santa Clara,Residential,j-1772-2,13.400000000000002,6
33.0,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,20
33.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,8
33.0,San Francisco,Non-Residential,chademo,0.0,0
33.0,San Francisco,Non-Residential,j-1772-2,6.7,1
33.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
33.0,Alameda,Non-Residential,j-1772-2,0.0,1
33.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
33.0,Marin,Non-Residential,j-1772-2,0.0,4
33.0,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,45
33.0,San Mateo,Non-Residential,j-1772-2,6.7,7
33.0,Contra Costa,Residential,j-1772-2,0.0,1
33.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
33.25,Santa Clara,Residential,j-1772-2,13.400000000000002,6
33.25,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,20
33.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
33.25,San Francisco,Non-Residential,chademo,0.0,0
33.25,San Francisco,Non-Residential,j-1772-2,6.7,1
33.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,2
33.25,Alameda,Non-Residential,j-1772-2,0.0,1
33.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
33.25,Marin,Non-Residential,j-1772-2,0.0,3
33.25,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,43
33.25,San Mateo,Non-Residential,j-1772-2,6.700000000000001,8
33.25,Contra Costa,Residential,j-1772-2,0.0,1
33.25,Contra Costa,Non-Residential,j-1772-2,6.7,2
33.5,Santa Clara,Residential,j-1772-2,13.400000000000002,6
33.5,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,20
33.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
33.5,San Francisco,Non-Residential,chademo,0.0,0
33.5,San Francisco,Non-Residential,j-1772-2,6.7,1
33.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,1
33.5,Alameda,Non-Residential,j-1772-2,0.0,1
33.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
33.5,Marin,Non-Residential,j-1772-2,0.0,3
33.5,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,40
33.5,San Mateo,Non-Residential,j-1772-2,13.400000000000002,9
33.5,Contra Costa,Residential,j-1772-2,0.0,1
33.5,Contra Costa,Non-Residential,j-1772-2,6.7,2
33.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,3
33.75,Santa Clara,Non-Residential,j-1772-2,20.1,22
33.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
33.75,San Francisco,Non-Residential,chademo,0.0,0
33.75,San Francisco,Non-Residential,j-1772-2,6.7,1
33.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,1
33.75,Alameda,Non-Residential,j-1772-2,0.0,1
33.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
33.75,Marin,Non-Residential,j-1772-2,0.0,3
33.75,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,39
33.75,San Mateo,Non-Residential,j-1772-2,20.1,10
33.75,Contra Costa,Residential,j-1772-2,0.0,1
33.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
34.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,3
34.0,Santa Clara,Non-Residential,j-1772-2,20.1,22
34.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
34.0,San Francisco,Non-Residential,chademo,0.0,0
34.0,San Francisco,Non-Residential,j-1772-2,6.7,1
34.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,1
34.0,Alameda,Non-Residential,j-1772-2,0.0,1
34.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
34.0,Marin,Non-Residential,j-1772-2,0.0,3
34.0,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,39
34.0,San Mateo,Non-Residential,j-1772-2,20.1,10
34.0,Contra Costa,Residential,j-1772-2,0.0,1
34.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
34.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,3
34.25,Santa Clara,Non-Residential,j-1772-2,20.1,22
34.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
34.25,San Francisco,Non-Residential,chademo,0.0,0
34.25,San Francisco,Non-Residential,j-1772-2,6.7,1
34.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,1
34.25,Alameda,Non-Residential,j-1772-2,0.0,1
34.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
34.25,Marin,Non-Residential,j-1772-2,0.0,3
34.25,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,39
34.25,San Mateo,Non-Residential,j-1772-2,20.1,11
34.25,Contra Costa,Residential,j-1772-2,0.0,1
34.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
34.5,Santa Clara,Residential,j-1772-2,6.700000000000002,4
34.5,Santa Clara,Non-Residential,j-1772-2,20.1,22
34.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
34.5,San Francisco,Non-Residential,chademo,0.0,0
34.5,San Francisco,Non-Residential,j-1772-2,6.7,1
34.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,1
34.5,Alameda,Non-Residential,j-1772-2,0.0,1
34.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,2
34.5,Marin,Non-Residential,j-1772-2,0.0,3
34.5,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,39
34.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,11
34.5,Contra Costa,Residential,j-1772-2,0.0,0
34.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
34.75,Santa Clara,Residential,j-1772-2,6.700000000000002,4
34.75,Santa Clara,Non-Residential,j-1772-2,26.8,23
34.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
34.75,San Francisco,Non-Residential,chademo,0.0,0
34.75,San Francisco,Non-Residential,j-1772-2,0.0,1
34.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,1
34.75,Alameda,Non-Residential,j-1772-2,0.0,1
34.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,1
34.75,Marin,Non-Residential,j-1772-2,0.0,3
34.75,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,38
34.75,San Mateo,Non-Residential,j-1772-2,6.700000000000002,11
34.75,Contra Costa,Residential,j-1772-2,0.0,0
34.75,Contra Costa,Non-Residential,j-1772-2,0.0,2
35.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,3
35.0,Santa Clara,Non-Residential,j-1772-2,20.1,23
35.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
35.0,San Francisco,Non-Residential,chademo,0.0,0
35.0,San Francisco,Non-Residential,j-1772-2,0.0,1
35.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,1
35.0,Alameda,Non-Residential,j-1772-2,0.0,1
35.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,1
35.0,Marin,Non-Residential,j-1772-2,0.0,3
35.0,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,37
35.0,San Mateo,Non-Residential,j-1772-2,6.700000000000002,11
35.0,Contra Costa,Residential,j-1772-2,0.0,0
35.0,Contra Costa,Non-Residential,j-1772-2,0.0,2
35.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,3
35.25,Santa Clara,Non-Residential,j-1772-2,33.5,25
35.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
35.25,San Francisco,Non-Residential,chademo,0.0,0
35.25,San Francisco,Non-Residential,j-1772-2,0.0,1
35.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,1
35.25,Alameda,Non-Residential,j-1772-2,0.0,1
35.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,1
35.25,Marin,Non-Residential,j-1772-2,0.0,3
35.25,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,34
35.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,10
35.25,Contra Costa,Residential,j-1772-2,0.0,0
35.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
35.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,3
35.5,Santa Clara,Non-Residential,j-1772-2,33.5,25
35.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
35.5,San Francisco,Non-Residential,chademo,0.0,0
35.5,San Francisco,Non-Residential,j-1772-2,0.0,1
35.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,1
35.5,Alameda,Non-Residential,j-1772-2,0.0,1
35.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,1
35.5,Marin,Non-Residential,j-1772-2,0.0,3
35.5,San Mateo,Residential,j-1772-2,6.699999999999964,34
35.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,11
35.5,Contra Costa,Residential,j-1772-2,0.0,0
35.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
35.75,Santa Clara,Residential,j-1772-2,6.700000000000002,4
35.75,Santa Clara,Non-Residential,j-1772-2,26.8,24
35.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
35.75,San Francisco,Non-Residential,chademo,0.0,0
35.75,San Francisco,Non-Residential,j-1772-2,0.0,1
35.75,Alameda,Residential,j-1772-2,6.700000000000001,2
35.75,Alameda,Non-Residential,j-1772-2,0.0,1
35.75,Marin,Residential,j-1772-2,13.400000000000002,3
35.75,Marin,Non-Residential,j-1772-2,0.0,3
35.75,San Mateo,Residential,j-1772-2,-3.6415315207705135E-14,33
35.75,San Mateo,Non-Residential,j-1772-2,13.400000000000002,12
35.75,Contra Costa,Residential,j-1772-2,0.0,0
35.75,Contra Costa,Non-Residential,j-1772-2,0.0,2
36.0,Santa Clara,Residential,j-1772-2,6.700000000000002,4
36.0,Santa Clara,Non-Residential,j-1772-2,26.8,25
36.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
36.0,San Francisco,Non-Residential,chademo,0.0,0
36.0,San Francisco,Non-Residential,j-1772-2,0.0,1
36.0,Alameda,Residential,j-1772-2,13.400000000000002,3
36.0,Alameda,Non-Residential,j-1772-2,0.0,1
36.0,Marin,Residential,j-1772-2,6.700000000000002,3
36.0,Marin,Non-Residential,j-1772-2,0.0,3
36.0,San Mateo,Residential,j-1772-2,6.699999999999964,34
36.0,San Mateo,Non-Residential,j-1772-2,13.400000000000002,11
36.0,Contra Costa,Residential,j-1772-2,0.0,0
36.0,Contra Costa,Non-Residential,j-1772-2,0.0,2
36.25,Santa Clara,Residential,j-1772-2,6.700000000000002,4
36.25,Santa Clara,Non-Residential,j-1772-2,26.8,25
36.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
36.25,San Francisco,Non-Residential,chademo,0.0,0
36.25,San Francisco,Non-Residential,j-1772-2,6.7,2
36.25,Alameda,Residential,j-1772-2,13.400000000000002,3
36.25,Alameda,Non-Residential,j-1772-2,0.0,1
36.25,Marin,Residential,j-1772-2,6.700000000000002,3
36.25,Marin,Non-Residential,j-1772-2,0.0,3
36.25,San Mateo,Residential,j-1772-2,6.699999999999964,33
36.25,San Mateo,Non-Residential,j-1772-2,13.400000000000002,11
36.25,Contra Costa,Residential,j-1772-2,0.0,0
36.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
36.5,Santa Clara,Residential,j-1772-2,6.700000000000002,4
36.5,Santa Clara,Non-Residential,j-1772-2,33.5,26
36.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
36.5,San Francisco,Non-Residential,chademo,0.0,0
36.5,San Francisco,Non-Residential,j-1772-2,6.7,2
36.5,Alameda,Residential,j-1772-2,13.400000000000002,3
36.5,Alameda,Non-Residential,j-1772-2,0.0,1
36.5,Marin,Residential,j-1772-2,6.700000000000002,3
36.5,Marin,Non-Residential,j-1772-2,0.0,3
36.5,San Mateo,Residential,j-1772-2,6.699999999999964,30
36.5,San Mateo,Non-Residential,j-1772-2,20.1,12
36.5,Contra Costa,Residential,j-1772-2,0.0,0
36.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
36.75,Santa Clara,Residential,j-1772-2,6.700000000000002,4
36.75,Santa Clara,Non-Residential,j-1772-2,33.5,26
36.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
36.75,San Francisco,Non-Residential,chademo,0.0,0
36.75,San Francisco,Non-Residential,j-1772-2,6.7,2
36.75,Alameda,Residential,j-1772-2,13.400000000000002,3
36.75,Alameda,Non-Residential,j-1772-2,0.0,1
36.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
36.75,Marin,Non-Residential,j-1772-2,0.0,3
36.75,San Mateo,Residential,j-1772-2,6.699999999999964,30
36.75,San Mateo,Non-Residential,j-1772-2,20.1,12
36.75,Contra Costa,Residential,j-1772-2,0.0,0
36.75,Contra Costa,Non-Residential,j-1772-2,0.0,2
37.0,Santa Clara,Residential,j-1772-2,13.400000000000002,5
37.0,Santa Clara,Non-Residential,j-1772-2,20.1,26
37.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
37.0,San Francisco,Non-Residential,chademo,0.0,0
37.0,San Francisco,Non-Residential,j-1772-2,6.7,2
37.0,Alameda,Residential,j-1772-2,13.400000000000002,3
37.0,Alameda,Non-Residential,j-1772-2,0.0,1
37.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
37.0,Marin,Non-Residential,j-1772-2,0.0,3
37.0,San Mateo,Residential,j-1772-2,13.399999999999963,31
37.0,San Mateo,Non-Residential,j-1772-2,13.400000000000002,12
37.0,Contra Costa,Residential,j-1772-2,0.0,0
37.0,Contra Costa,Non-Residential,j-1772-2,0.0,2
37.25,Santa Clara,Residential,j-1772-2,13.400000000000002,5
37.25,Santa Clara,Non-Residential,j-1772-2,20.1,26
37.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
37.25,San Francisco,Non-Residential,chademo,0.0,0
37.25,San Francisco,Non-Residential,j-1772-2,0.0,2
37.25,Alameda,Residential,j-1772-2,13.400000000000002,3
37.25,Alameda,Non-Residential,j-1772-2,0.0,1
37.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
37.25,Marin,Non-Residential,j-1772-2,0.0,3
37.25,San Mateo,Residential,j-1772-2,6.699999999999963,29
37.25,San Mateo,Non-Residential,j-1772-2,20.1,13
37.25,Contra Costa,Residential,j-1772-2,0.0,0
37.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
37.5,Santa Clara,Residential,j-1772-2,13.400000000000002,4
37.5,Santa Clara,Non-Residential,j-1772-2,20.1,26
37.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
37.5,San Francisco,Non-Residential,chademo,0.0,0
37.5,San Francisco,Non-Residential,j-1772-2,0.0,2
37.5,Alameda,Residential,j-1772-2,13.400000000000002,3
